review_id,content,score,TU_count,app_id,app_name,RC_ver,clean_content,severity_weight,impact_weight,version_weight,final_weight
10_11,"Update 6/1/23: this app just keeps getting worse and worse. It keeps stopping midway through my songs and podcast episodes. I'm constantly having to go back in to the app, reopen, and press play to resume. This happens maybe every 2-3 mins. SO ANNOYING! Considering canceling my subscription and getting Apple Music instead.... App can be laggy sometimes. The search feature is not smart enough to predict what you're looking for. Most times you have to type in exactly what you're looking for.",1,3,com.spotify.music,Spotify,8.8.40.470,"update 6/1/23: this app just keeps getting worse and worse. it keeps stopping midway through my songs and podcast episodes. i'm constantly having to go back in to the app, reopen, and press play to resume. this happens maybe every 2-3 mins. so annoying! considering canceling my subscription and getting apple music instead.... app can be laggy sometimes. the search feature is not smart enough to predict what you're looking for. most times you have to type in exactly what you're looking for.",5,1.0004722921914357,0.8597785977859779,4.3009233225203785
10_12,"The app was good until a few months ago. I can no longer cast audio all night. I select the Playlist, choose the device I want to cast to, music will play but after a few minutes it'll stop completely. I've done all of the suggested battery and power saving checks, turned it all off and I still get the same results. Also, I hate the pop-ups that's been happening. There should be an option to turn off features that the user doesn't want, need or like.",2,0,com.spotify.music,Spotify,8.8.40.470,"the app was good until a few months ago. i can no longer cast audio all night. i select the playlist, choose the device i want to cast to, music will play but after a few minutes it'll stop completely. i've done all of the suggested battery and power saving checks, turned it all off and i still get the same results. also, i hate the pop-ups that's been happening. there should be an option to turn off features that the user doesn't want, need or like.",4,1.0,0.8597785977859779,3.4391143911439115
10_13,"Excellent platform to enjoy music! Not 5 stars only because there is room for improvement. On the app, you can't create folders for your playlists. And they dont have all the music available yet. It would be cool if you could add downloads from other apps to add to your playlists, simply to have a more complete album of your favorite and more obscure music. Overall its the best ive used",4,0,com.spotify.music,Spotify,8.8.40.470,"excellent platform to enjoy music! not 5 stars only because there is room for improvement. on the app, you can't create folders for your playlists. and they dont have all the music available yet. it would be cool if you could add downloads from other apps to add to your playlists, simply to have a more complete album of your favorite and more obscure music. overall its the best ive used",2,1.0,0.8597785977859779,1.7195571955719557
10_14,"This app has good quality music and a wide variety of things to listen to. On the other hand, there's some things that bother me personally. In playlists, in previous updates they've seemed to remove searching in most playlists , ordering based on release/album/artist/A-Z which makes it harder to know what has and hasn't been added and messes with organization, and on the free version, the 30mins ""ad-free"" actually ends in about 15. In the next update I'd love to see a change.",3,1,com.spotify.music,Spotify,8.8.40.470,"this app has good quality music and a wide variety of things to listen to. on the other hand, there's some things that bother me personally. in playlists, in previous updates they've seemed to remove searching in most playlists , ordering based on release/album/artist/a-z which makes it harder to know what has and hasn't been added and messes with organization, and on the free version, the 30mins ""ad-free"" actually ends in about 15. in the next update i'd love to see a change.",3,1.0001574307304786,0.8597785977859779,2.5797418600760316
10_15,"Spotify was working well on an older device for quite a while now. However, it began to present major issues. When opening the app, I discovered that it would no longer display the songs in my playlists. The playlists would show up as being empty, with no songs. Android Auto also refuses to play music as a result. Artist pages will not load, curated playlists will not load, music won't play even if it does show up, etc. I hope it gets fixed soon.",2,0,com.spotify.music,Spotify,8.8.36.522,"spotify was working well on an older device for quite a while now. however, it began to present major issues. when opening the app, i discovered that it would no longer display the songs in my playlists. the playlists would show up as being empty, with no songs. android auto also refuses to play music as a result. artist pages will not load, curated playlists will not load, music won't play even if it does show up, etc. i hope it gets fixed soon.",4,1.0,1.0,4.0
10_16,Horribly slow suddenly. I am a premium user. Does not allow you to switch through songs as quick as before. It very slowly will show album tracks when you click view album. The background video on the songs does not even play anymore. And the worst thing is is when you hit play on a song sometimes it takes up to 30 seconds to even begin. All of this just started happening in the last 2 days. Probably going to cancel my account and move to another service,1,0,com.spotify.music,Spotify,8.8.36.522,horribly slow suddenly. i am a premium user. does not allow you to switch through songs as quick as before. it very slowly will show album tracks when you click view album. the background video on the songs does not even play anymore. and the worst thing is is when you hit play on a song sometimes it takes up to 30 seconds to even begin. all of this just started happening in the last 2 days. probably going to cancel my account and move to another service,5,1.0,1.0,5.0
10_17,"I used Amazon prime until the recent changes that limited the features. My friend recommended I try Spotify. Been using a few weeks and it's amazing! I can't believe I'm so late to discovering this amazing service!! The app is user-friendly and intuitive. I absolutely love the Playlists, recommended content, timed lyrics, music quality... I love music and this has been a game changer in my life!",5,1,com.spotify.music,Spotify,8.8.36.522,"i used amazon prime until the recent changes that limited the features. my friend recommended i try spotify. been using a few weeks and it's amazing! i can't believe i'm so late to discovering this amazing service!! the app is user-friendly and intuitive. i absolutely love the playlists, recommended content, timed lyrics, music quality... i love music and this has been a game changer in my life!",1,1.0001574307304786,1.0,1.0001574307304786
10_18,"I love this app. Like, I really do, but it's gone so fugly lately. I can't choose the song from my Playlist that I wanna play, as i have to listen to all of it again or go to another playlist for it to work. It's so annoying! Not only that, but other problems such as bugs happen too. I also can't go back to the song that was just playing cause it will just replay the current song, and I can't really skip either! I hate this! Please change it!",3,0,com.spotify.music,Spotify,8.8.36.522,"i love this app. like, i really do, but it's gone so fugly lately. i can't choose the song from my playlist that i wanna play, as i have to listen to all of it again or go to another playlist for it to work. it's so annoying! not only that, but other problems such as bugs happen too. i also can't go back to the song that was just playing cause it will just replay the current song, and i can't really skip either! i hate this! please change it!",3,1.0,1.0,3.0
10_19,"I've been using Spotify for years. For someone who loves all types of music there is no shortage of discovery on Spotify! I have over 3000 songs on my playlists so it does take a while for them to download but once they do I can listen to all my music even without service. Absolutely wonderful for plane rides and road trips. So many different settings so I can curate my music exactly the way I want it. If you're a music, podcast, meditation lover; I strongly recommend you download this app!",5,1,com.spotify.music,Spotify,8.8.36.522,"i've been using spotify for years. for someone who loves all types of music there is no shortage of discovery on spotify! i have over 3000 songs on my playlists so it does take a while for them to download but once they do i can listen to all my music even without service. absolutely wonderful for plane rides and road trips. so many different settings so i can curate my music exactly the way i want it. if you're a music, podcast, meditation lover; i strongly recommend you download this app!",1,1.0001574307304786,1.0,1.0001574307304786
10_20,Updated: the developers changed the UI and now it's back to the previous interface. Still the best music app between apple and Androids. But the AI thing they keep trying to push isn't very smart. Once I remove a song from a playlist. I will then find it in the suggested songs for that same playlist. I use Spotify for the variety of music I listen to.,4,70,com.spotify.music,Spotify,8.8.36.522,updated: the developers changed the ui and now it's back to the previous interface. still the best music app between apple and androids. but the ai thing they keep trying to push isn't very smart. once i remove a song from a playlist. i will then find it in the suggested songs for that same playlist. i use spotify for the variety of music i listen to.,2,1.0110201511335013,1.0,2.0220403022670026
10_21,"The music is great, the app not so much. It takes anywhere from 2 - 5 minutes for the app to wake up (depending on how long it's been since I last used it and I'm talking within an hour), The music will stop playing randomly after I turn on sleep timer and lock my phone and they're adding more and more visual clutter every update trying to look more like a *different app* instead of fixing these issues or adding something actually useful. Been subbed for years and the service is getting worse.",2,0,com.spotify.music,Spotify,8.8.38.444,"the music is great, the app not so much. it takes anywhere from 2 - 5 minutes for the app to wake up (depending on how long it's been since i last used it and i'm talking within an hour), the music will stop playing randomly after i turn on sleep timer and lock my phone and they're adding more and more visual clutter every update trying to look more like a *different app* instead of fixing these issues or adding something actually useful. been subbed for years and the service is getting worse.",4,1.0,0.08856088560885608,0.35424354243542433
10_22,"It's a great app for listening to music, but the ads irritate me alot. It says to have a 30 minute ad break or something and 3 minutes later an ad comes on and pops up. I have gotten used to it by now. But what I'm more pissed off is the new update. I like going to the lyrics while listening to a song sometimes but when I scroll down now I see merch, live events, and ""About the artist"" thing. Nice cool whatever. But what happened to the lyrics???",3,0,com.spotify.music,Spotify,8.8.36.522,"it's a great app for listening to music, but the ads irritate me alot. it says to have a 30 minute ad break or something and 3 minutes later an ad comes on and pops up. i have gotten used to it by now. but what i'm more pissed off is the new update. i like going to the lyrics while listening to a song sometimes but when i scroll down now i see merch, live events, and ""about the artist"" thing. nice cool whatever. but what happened to the lyrics???",3,1.0,1.0,3.0
10_23,"Lowering from 5 stars as of May '23. Spotify, with its intuitive UI and broad community, used to be great value for me. Lately, though, I've been less satisfied with the platform. The algorithm is no longer recommending new music that I enjoy, and I feel stuck in a rut. I chose to cancel after opening the app and seeing a ""sponsored recommendation"" card on the screen. So much for Premium being ad-free.",3,494,com.spotify.music,Spotify,8.8.36.522,"lowering from 5 stars as of may '23. spotify, with its intuitive ui and broad community, used to be great value for me. lately, though, i've been less satisfied with the platform. the algorithm is no longer recommending new music that i enjoy, and i feel stuck in a rut. i chose to cancel after opening the app and seeing a ""sponsored recommendation"" card on the screen. so much for premium being ad-free.",3,1.0777707808564232,1.0,3.2333123425692696
10_24,"So after using Spotify for year(paid sub because the areas I work don't have the greatest of signal) it's great, but after I missed a payment, quality went from a 10 to a zero. Ads everywhere, I played one song, and had 3 30 second ads immediately after, no control over what I want to listen to, and general not a good experience. Whoever thought this was a good way to run the app like this should be ashamed, as it's one of the worst free experiences out there.",1,1,com.spotify.music,Spotify,8.8.36.522,"so after using spotify for year(paid sub because the areas i work don't have the greatest of signal) it's great, but after i missed a payment, quality went from a 10 to a zero. ads everywhere, i played one song, and had 3 30 second ads immediately after, no control over what i want to listen to, and general not a good experience. whoever thought this was a good way to run the app like this should be ashamed, as it's one of the worst free experiences out there.",5,1.0001574307304786,1.0,5.000787153652393
10_25,"After every song, there's an endless about of ads that play unless I close and reopen the app. It was fine when there was the occasional ad every so often, but this takes away the ability to just have music on in the background. I still use the app because I've already got all my playlists and liked songs on there, but at this point it might just be better to switch over to YouTube and ignore having the screen on.",1,1,com.spotify.music,Spotify,8.8.36.522,"after every song, there's an endless about of ads that play unless i close and reopen the app. it was fine when there was the occasional ad every so often, but this takes away the ability to just have music on in the background. i still use the app because i've already got all my playlists and liked songs on there, but at this point it might just be better to switch over to youtube and ignore having the screen on.",5,1.0001574307304786,1.0,5.000787153652393
10_26,"Even with premium, you can't shuffle a folder of playlists on mobile. This used to be a feature, but it was taken out, which is really frustrating. You can't sort by release date OR popularity; another basic feature not included, despite the fact that they are still displaying that data in the app in other areas. The recommended songs to add to a playlist are almost always duplicates. Links from friends rarely work- it just pulls up your home page. For such a popular service, it's disappointing.",1,648,com.spotify.music,Spotify,8.8.36.522,"even with premium, you can't shuffle a folder of playlists on mobile. this used to be a feature, but it was taken out, which is really frustrating. you can't sort by release date or popularity; another basic feature not included, despite the fact that they are still displaying that data in the app in other areas. the recommended songs to add to a playlist are almost always duplicates. links from friends rarely work- it just pulls up your home page. for such a popular service, it's disappointing.",5,1.102015113350126,1.0,5.510075566750629
10_27,"SPOTIFY, *PLEASE* STOP TRYING TO TURN INTO TIKTOK! I love this app. I love the variety of music and podcasts I get and I rarely have playback issues. I really REALLY don't like how Spotify is now full of annoying videos that autoplay when I scroll near them. Additionally, the ""Canvas"" feature seems to be default, and every time I restart my phone or update the app, it turns back on. Please stop trying to turn this music app into a video streaming/social media app. I just want to listen to music.",4,0,com.spotify.music,Spotify,8.8.40.470,"spotify, *please* stop trying to turn into tiktok! i love this app. i love the variety of music and podcasts i get and i rarely have playback issues. i really really don't like how spotify is now full of annoying videos that autoplay when i scroll near them. additionally, the ""canvas"" feature seems to be default, and every time i restart my phone or update the app, it turns back on. please stop trying to turn this music app into a video streaming/social media app. i just want to listen to music.",2,1.0,0.8597785977859779,1.7195571955719557
10_28,"Had a lot of problems lately. When adding songs to playlists it says ""something went wrong"" every single time but adds the song anyway. Sometimes it will say something is playing but no audio is playing. Or when I change songs it still plays the previous. Crashes randomly. This has all been as of the last month or so. Was fine before. Also HATE THE NEW SHUFFLE MODE. When I try to turn shuffle on or off, I do not want this third option. It causes an immediate lag and I just don't need it.",2,0,com.spotify.music,Spotify,8.8.36.522,"had a lot of problems lately. when adding songs to playlists it says ""something went wrong"" every single time but adds the song anyway. sometimes it will say something is playing but no audio is playing. or when i change songs it still plays the previous. crashes randomly. this has all been as of the last month or so. was fine before. also hate the new shuffle mode. when i try to turn shuffle on or off, i do not want this third option. it causes an immediate lag and i just don't need it.",4,1.0,1.0,4.0
10_29,"Great until it stops working....I pay for sportify premium for no ads and full control over song selection. I love the ability to create my own playlist and play whatever song I like whenever I like. However, for years now on my phone only (doesn't happen with my husband's phone and we pay for a family plan), songs will just stop randomly and instead of just being able to resume the song starts over when you hit the play button. Very frustrating and need answers if I'm paying for this service.",3,0,com.spotify.music,Spotify,8.8.40.470,"great until it stops working....i pay for sportify premium for no ads and full control over song selection. i love the ability to create my own playlist and play whatever song i like whenever i like. however, for years now on my phone only (doesn't happen with my husband's phone and we pay for a family plan), songs will just stop randomly and instead of just being able to resume the song starts over when you hit the play button. very frustrating and need answers if i'm paying for this service.",3,1.0,0.8597785977859779,2.5793357933579335
10_30,"This app is purely amazing. Round of applause because this app is wonderful. Since I got Spotify, I haven't touched Pandora. There are BARELY any adds. I can't even remember the last time I got an ad because they come so un-offten. The music is easy to listen to and even easier to get! You can even get music from YouTube so you can listen to music and close the app, AND turn off your phone without it not playing. I use Spotify almost everyday because it's so fun to listen to my favorite music.",5,0,com.spotify.music,Spotify,8.8.40.470,"this app is purely amazing. round of applause because this app is wonderful. since i got spotify, i haven't touched pandora. there are barely any adds. i can't even remember the last time i got an ad because they come so un-offten. the music is easy to listen to and even easier to get! you can even get music from youtube so you can listen to music and close the app, and turn off your phone without it not playing. i use spotify almost everyday because it's so fun to listen to my favorite music.",1,1.0,0.8597785977859779,0.8597785977859779
10_31,"Great app, love how I can find all the music I want to and am able to even build my own playlists, but lately, it's been annoying. If you make a playlist, and start playing it, you'll a lot of the time, hear songs you didn't put in the playlist. They have a shuffle button with a ""suggested songs"" feature to help you find new songs you'd like to put in it, but it doesn't seem to turn off.. because no matter what function I have the shuffle button set to, there is always added suggested songs.",3,0,com.spotify.music,Spotify,8.8.40.470,"great app, love how i can find all the music i want to and am able to even build my own playlists, but lately, it's been annoying. if you make a playlist, and start playing it, you'll a lot of the time, hear songs you didn't put in the playlist. they have a shuffle button with a ""suggested songs"" feature to help you find new songs you'd like to put in it, but it doesn't seem to turn off.. because no matter what function i have the shuffle button set to, there is always added suggested songs.",3,1.0,0.8597785977859779,2.5793357933579335
10_32,"Its fine, except that they change the UI constantly and not for the better, the podcast feature can't even handle search properly. My experience has been degrading over the years and more and more it's becoming something other than what I want it for, just listening to music. Now I use it purely because I don't have better options and I've written this review because as a paying customer they still have the audacity to shove a ""Rate Us!"" pop-up in my face when trying to spin up some tunes.",2,299,com.spotify.music,Spotify,8.8.36.522,"its fine, except that they change the ui constantly and not for the better, the podcast feature can't even handle search properly. my experience has been degrading over the years and more and more it's becoming something other than what i want it for, just listening to music. now i use it purely because i don't have better options and i've written this review because as a paying customer they still have the audacity to shove a ""rate us!"" pop-up in my face when trying to spin up some tunes.",4,1.0470717884130982,1.0,4.188287153652393
10_33,I've been using this app for years and paid the premium subscription. Alegged upgrades have made this app worse. Used to be able to add local files to a Playlist and now that option has been removed. It now adds and plays songs in the middle of an already started Playlist even though I hadn't reached the end of the list. Not worth paying for it anymore.,2,161,com.spotify.music,Spotify,8.8.36.522,i've been using this app for years and paid the premium subscription. alegged upgrades have made this app worse. used to be able to add local files to a playlist and now that option has been removed. it now adds and plays songs in the middle of an already started playlist even though i hadn't reached the end of the list. not worth paying for it anymore.,4,1.0253463476070528,1.0,4.101385390428211
10_34,"I'm should be getting 30 minutes of ad free music, but after every ad, it's after every song. Not only that, but I also can't skip trough certain parts of the song. I can't even go to the next or previous songs. Everytime I go on my playlist it plays some random song that is not on my playlist. I can't close any songs that are being currently being played. The fact that I need Spotify premium to turn shuffle is ridiculous .These issues need to be fixed as soon as possible.",1,0,com.spotify.music,Spotify,8.8.36.522,"i'm should be getting 30 minutes of ad free music, but after every ad, it's after every song. not only that, but i also can't skip trough certain parts of the song. i can't even go to the next or previous songs. everytime i go on my playlist it plays some random song that is not on my playlist. i can't close any songs that are being currently being played. the fact that i need spotify premium to turn shuffle is ridiculous .these issues need to be fixed as soon as possible.",5,1.0,1.0,5.0
10_35,"Done with Spotify, there are so many bugs and unwanted features. The bugs are absolutely annoying, with no sign of them being fixed anytime soon. The most recent update introduced a bug in which the app always loads the home page when you exit and reenter the app. The Spotify connect message constantly popping up when there is a device is extremely annoying. What's worse is that the iOS app doesn't have any of these issues. I just don't understand why companies neglect this platform.",1,222,com.spotify.music,Spotify,8.8.36.522,"done with spotify, there are so many bugs and unwanted features. the bugs are absolutely annoying, with no sign of them being fixed anytime soon. the most recent update introduced a bug in which the app always loads the home page when you exit and reenter the app. the spotify connect message constantly popping up when there is a device is extremely annoying. what's worse is that the ios app doesn't have any of these issues. i just don't understand why companies neglect this platform.",5,1.0349496221662469,1.0,5.174748110831234
10_36,"I usually really love this app! It's usually a total 5 star. Right now I'm just really upset because when listening to music, I organize all my things into playlists that I make. Lately, when I play one of my lists, Spotify will play one or two songs from it before going into suggested songs and then I can't get back to what's already on my list. Sometimes I just want to listen to what I put in my list and I can't anymore and it sucks😅.",3,1,com.spotify.music,Spotify,8.8.36.522,"i usually really love this app! it's usually a total 5 star. right now i'm just really upset because when listening to music, i organize all my things into playlists that i make. lately, when i play one of my lists, spotify will play one or two songs from it before going into suggested songs and then i can't get back to what's already on my list. sometimes i just want to listen to what i put in my list and i can't anymore and it sucks😅.",3,1.0001574307304786,1.0,3.0004722921914357
10_37,"May 2023: thank you for restoring the former layout! Mar 2023: What happened to my recently listened to list?! I don't like the recent updates. I can't access my stations from the homepage now! At least my recent podcast stations are still there. Also, when I pull up song lyrics, the app crashes. I don't know the why's and wherefore's of changing the homepage, but it isn't intuitive, convenient, or conductive to listening. Revert to the former layout please! I've always loved Spotify until now!",5,82,com.spotify.music,Spotify,8.8.36.522,"may 2023: thank you for restoring the former layout! mar 2023: what happened to my recently listened to list?! i don't like the recent updates. i can't access my stations from the homepage now! at least my recent podcast stations are still there. also, when i pull up song lyrics, the app crashes. i don't know the why's and wherefore's of changing the homepage, but it isn't intuitive, convenient, or conductive to listening. revert to the former layout please! i've always loved spotify until now!",1,1.0129093198992443,1.0,1.0129093198992443
10_38,"I have been listening more lately and experiencing issues like pausing. At times, it is stopping the song, and when I go back to it, it restarts the song entirely. Today, I have listened for less than 2 hours, and it paused or stopped 4 times so far. I am also trying the new thing where it is supposed to pull songs similar to what you have. I have settings so NOT to get explicit language, and my list consists of mostly Christian, yet explicit rap is what it pulls. PLEASE FIX THESE THINGS!!",3,1,com.spotify.music,Spotify,8.8.40.470,"i have been listening more lately and experiencing issues like pausing. at times, it is stopping the song, and when i go back to it, it restarts the song entirely. today, i have listened for less than 2 hours, and it paused or stopped 4 times so far. i am also trying the new thing where it is supposed to pull songs similar to what you have. i have settings so not to get explicit language, and my list consists of mostly christian, yet explicit rap is what it pulls. please fix these things!!",3,1.0001574307304786,0.8597785977859779,2.5797418600760316
10_39,"I recently had to switch to the free version and the ads are downright aggressive. I get to listen to maybe 2 or 3 songs before having 1.5 to 2 minutes straight of ads. I remember using the free version before, listening to some ads, and then getting 30 minutes ad-free. Now, the ads are so frequent that trying to listen to anything is just unenjoyable.",2,41,com.spotify.music,Spotify,8.8.40.470,"i recently had to switch to the free version and the ads are downright aggressive. i get to listen to maybe 2 or 3 songs before having 1.5 to 2 minutes straight of ads. i remember using the free version before, listening to some ads, and then getting 30 minutes ad-free. now, the ads are so frequent that trying to listen to anything is just unenjoyable.",4,1.0064546599496222,0.8597785977859779,3.4613127050665975
10_40,"No technical problems, but the ads! Every two to three songs, the same annoying ad over and over. Followed by at least one more(usually two). It's ridiculous! There hasn't been a 'ad free thirty minute ad' in a few weeks. But this is Not better. These ads are so obnoxious I've considered deleting it and just switching to YouTube(free version) to waste all my data and battery.",4,12,com.spotify.music,Spotify,8.8.36.522,"no technical problems, but the ads! every two to three songs, the same annoying ad over and over. followed by at least one more(usually two). it's ridiculous! there hasn't been a 'ad free thirty minute ad' in a few weeks. but this is not better. these ads are so obnoxious i've considered deleting it and just switching to youtube(free version) to waste all my data and battery.",2,1.001889168765743,1.0,2.003778337531486
10_41,"Crashes, none stop. Restarts any song or podcast I listen to. I have to hit play multiple times most songs only for it to always restart. I have to skip the songs, and if I go back, it freezes or restarts at the same point. It's getting worse and worse, and I'm close to just using Amazon music since I already have Prime. And I've had Spotify for nearly 8+ years.",1,1,com.spotify.music,Spotify,8.8.36.522,"crashes, none stop. restarts any song or podcast i listen to. i have to hit play multiple times most songs only for it to always restart. i have to skip the songs, and if i go back, it freezes or restarts at the same point. it's getting worse and worse, and i'm close to just using amazon music since i already have prime. and i've had spotify for nearly 8+ years.",5,1.0001574307304786,1.0,5.000787153652393
10_42,"I've enjoyed being a premium subscriber for years. I use it 90% of the time with external Alexa devices. But with the last update, the app has become WORSE THAN USELESS IF YOU USE IT WITH EXTERNAL DEVICES. Volume control is now beyond broken. Trying to lower the volume via phone will now instantly set all external devices to BLAST Spotify content at full volume on all connected devices, which is, to say the least, JARRING!!! I've already talked with support. Reinstalling doesn't fix it.",1,0,com.spotify.music,Spotify,8.8.36.522,"i've enjoyed being a premium subscriber for years. i use it 90% of the time with external alexa devices. but with the last update, the app has become worse than useless if you use it with external devices. volume control is now beyond broken. trying to lower the volume via phone will now instantly set all external devices to blast spotify content at full volume on all connected devices, which is, to say the least, jarring!!! i've already talked with support. reinstalling doesn't fix it.",5,1.0,1.0,5.0
